antecedents,consequents,support,confidence,lift
"sandwich bags, lunch meat",juice,0.0606,0.3966,1.0528
"waffles, eggs",sandwich loaves,0.0623,0.3679,1.0528
"ice cream, bagels",mixes,0.0632,0.3956,1.0528
"cheeses, pasta",individual meals,0.0632,0.3956,1.0528
"sugar, dishwashing liquid/detergent",butter,0.0588,0.3873,1.0528
"paper towels, yogurt",butter,0.0588,0.3873,1.0528
"beef, hand soap",dishwashing liquid/detergent,0.0588,0.4085,1.0528
"waffles, pork",hand soap,0.0553,0.3642,1.0527
"sugar, poultry",butter,0.0694,0.3873,1.0527
"cereals, fruits",hand soap,0.0588,0.3641,1.0527
"dishwashing liquid/detergent, pasta",hand soap,0.0588,0.3641,1.0527
"milk, bagels",hand soap,0.0588,0.3641,1.0527
"laundry detergent, shampoo",bagels,0.0623,0.4057,1.0526
"hand soap, dinner rolls",bagels,0.0623,0.4057,1.0526
"shampoo, sandwich loaves",pork,0.0562,0.3743,1.0526
"paper towels, fruits",pork,0.0562,0.3743,1.0526
"poultry, tortillas",hand soap,0.0623,0.3641,1.0526
"dishwashing liquid/detergent, eggs",hand soap,0.0623,0.3641,1.0526
"mixes, dinner rolls",beef,0.0641,0.3946,1.0526
"laundry detergent, all- purpose",beef,0.0641,0.3946,1.0526
"toilet paper, laundry detergent",ice cream,0.0641,0.4195,1.0525
"laundry detergent, sandwich loaves",beef,0.0509,0.3946,1.0525
"milk, butter",fruits,0.0544,0.3899,1.0525
"sandwich bags, yogurt",individual meals,0.0615,0.3955,1.0525
"beef, juice",mixes,0.0615,0.3955,1.0525
"cereals, hand soap",sugar,0.0527,0.3797,1.0524
"ice cream, butter",flour,0.0571,0.3714,1.0524
"yogurt, soda",dishwashing liquid/detergent,0.0685,0.4084,1.0524
"sandwich bags, lunch meat",pasta,0.0597,0.3908,1.0523
"dishwashing liquid/detergent, pork",pasta,0.0597,0.3908,1.0523
"aluminum foil, ketchup",cereals,0.0658,0.4167,1.0523
"sandwich bags, all- purpose",spaghetti sauce,0.0562,0.3926,1.0523
"paper towels, mixes",soda,0.065,0.4111,1.0523
"ice cream, ketchup",lunch meat,0.065,0.4157,1.0523
milk,cheeses,0.1563,0.4111,1.0522
"pork, flour",milk,0.0579,0.4,1.0522
"ice cream, flour",milk,0.0579,0.4,1.0522
"eggs, flour",milk,0.0597,0.4,1.0522
"sandwich loaves, dinner rolls",milk,0.0597,0.4,1.0522
cheeses,milk,0.1563,0.4,1.0522
"bagels, ketchup",all- purpose,0.0623,0.3944,1.0522
"spaghetti sauce, individual meals",all- purpose,0.0623,0.3944,1.0522
"paper towels, mixes",beef,0.0623,0.3944,1.0522
"spaghetti sauce, mixes",all- purpose,0.0623,0.3944,1.0522
"yogurt, pork",paper towels,0.0579,0.3815,1.0521
"soda, flour",tortillas,0.0615,0.3889,1.0521
"waffles, yogurt",tortillas,0.0676,0.3889,1.0521
"eggs, shampoo",individual meals,0.0597,0.3953,1.0521
"sugar, pasta",individual meals,0.0597,0.3953,1.0521
"sandwich bags, aluminum foil",individual meals,0.0597,0.3953,1.0521
"waffles, milk",cheeses,0.0588,0.411,1.0521
"laundry detergent, hand soap",cheeses,0.0588,0.411,1.0521
"butter, flour",ice cream,0.0571,0.4194,1.0521
"soap, all- purpose",ice cream,0.0685,0.4194,1.0521
"eggs, laundry detergent",ice cream,0.0685,0.4194,1.0521
"shampoo, mixes",eggs,0.0641,0.4101,1.0521
"sandwich bags, beef",eggs,0.0641,0.4101,1.0521
"cereals, mixes",soap,0.0694,0.399,1.052
"soda, eggs",all- purpose,0.0737,0.3944,1.052
"cereals, dinner rolls",fruits,0.0667,0.3897,1.0519
"bagels, tortillas",sandwich loaves,0.0597,0.3676,1.0519
"cereals, laundry detergent",soap,0.0676,0.399,1.0519
"sandwich bags, juice",flour,0.0544,0.3713,1.0519
"ketchup, pasta",yogurt,0.0632,0.4045,1.0519
"pork, juice",aluminum foil,0.0632,0.4045,1.0519
"soap, dinner rolls",yogurt,0.0632,0.4045,1.0519
"cereals, cheeses",butter,0.0676,0.3869,1.0518
"paper towels, soap",dinner rolls,0.0632,0.4091,1.0518
"aluminum foil, individual meals",poultry,0.072,0.4432,1.0518
tortillas,all- purpose,0.1457,0.3943,1.0518
all- purpose,tortillas,0.1457,0.3888,1.0518
"milk, beef",coffee/tea,0.0641,0.3989,1.0517
"coffee/tea, all- purpose",mixes,0.0579,0.3952,1.0517
"ice cream, butter",all- purpose,0.0606,0.3943,1.0517
"ice cream, butter",beef,0.0606,0.3943,1.0517
all- purpose,ice cream,0.1572,0.4192,1.0517
ice cream,all- purpose,0.1572,0.3943,1.0517
waffles,bagels,0.1598,0.4053,1.0517
bagels,waffles,0.1598,0.4146,1.0517
"yogurt, ice cream",soap,0.0623,0.3989,1.0517
eggs,fruits,0.1519,0.3896,1.0517
fruits,eggs,0.1519,0.41,1.0517
"sandwich bags, eggs",sandwich loaves,0.0536,0.3675,1.0516
"fruits, sugar",sandwich loaves,0.0536,0.3675,1.0516
"soap, spaghetti sauce",aluminum foil,0.065,0.4044,1.0516
"cheeses, coffee/tea",laundry detergent,0.0667,0.3979,1.0515
"coffee/tea, shampoo",dishwashing liquid/detergent,0.0623,0.408,1.0515
"yogurt, bagels",soda,0.0667,0.4108,1.0515
"cereals, soap",soda,0.0667,0.4108,1.0515
"fruits, dinner rolls",soap,0.0588,0.3988,1.0515
"butter, individual meals",coffee/tea,0.0588,0.3988,1.0515
"beef, pasta",poultry,0.065,0.4431,1.0515
"waffles, poultry",bagels,0.0676,0.4053,1.0515
"coffee/tea, lunch meat",bagels,0.0676,0.4053,1.0515
"waffles, lunch meat",ketchup,0.072,0.3905,1.0514
"ice cream, hand soap",coffee/tea,0.0571,0.3988,1.0514
ice cream,cereals,0.1659,0.4163,1.0514
cereals,ice cream,0.1659,0.4191,1.0514
"cereals, waffles",eggs,0.0658,0.4098,1.0514
"sugar, coffee/tea",mixes,0.0562,0.3951,1.0513
"all- purpose, flour",individual meals,0.0562,0.3951,1.0513
"dishwashing liquid/detergent, individual meals",butter,0.0615,0.3867,1.0513
"sugar, yogurt",sandwich bags,0.0615,0.3867,1.0513
"coffee/tea, dinner rolls",butter,0.0615,0.3867,1.0513
"individual meals, dinner rolls",all- purpose,0.0588,0.3941,1.0513
"individual meals, dinner rolls",beef,0.0588,0.3941,1.0513
"all- purpose, juice",tortillas,0.0597,0.3886,1.0513
"paper towels, laundry detergent",cheeses,0.0606,0.4107,1.0512
"toilet paper, tortillas",shampoo,0.0606,0.3876,1.0512
"eggs, mixes",toilet paper,0.0632,0.3978,1.0512
"coffee/tea, dinner rolls",toilet paper,0.0632,0.3978,1.0512
"spaghetti sauce, ice cream",toilet paper,0.0632,0.3978,1.0512
"coffee/tea, aluminum foil",laundry detergent,0.0632,0.3978,1.0512
"ice cream, flour",hand soap,0.0527,0.3636,1.0512
"poultry, soda",cereals,0.072,0.4162,1.0512
"soap, waffles",cereals,0.072,0.4162,1.0512
lunch meat,laundry detergent,0.1572,0.3978,1.0512
laundry detergent,lunch meat,0.1572,0.4153,1.0512
"bagels, laundry detergent",sugar,0.0579,0.3793,1.0512
"ketchup, sandwich loaves",sugar,0.0579,0.3793,1.0512
"toilet paper, beef",ice cream,0.0658,0.419,1.0512
"laundry detergent, ketchup",ice cream,0.0658,0.419,1.0512
"sandwich bags, tortillas",lunch meat,0.0667,0.4153,1.0512
"dishwashing liquid/detergent, individual meals",dinner rolls,0.065,0.4088,1.0512
sandwich bags,lunch meat,0.1528,0.4153,1.0511
lunch meat,sandwich bags,0.1528,0.3867,1.0511
"toilet paper, eggs",flour,0.0606,0.371,1.0511
"toilet paper, sugar",cereals,0.0632,0.4162,1.0511
"shampoo, all- purpose",cereals,0.0632,0.4162,1.0511
"hand soap, sandwich loaves",bagels,0.0562,0.4051,1.051
"ketchup, hand soap",bagels,0.0562,0.4051,1.051
"cheeses, hand soap",bagels,0.0562,0.4051,1.051
"mixes, pork",sandwich loaves,0.0571,0.3672,1.0509
"soda, beef",sandwich loaves,0.0571,0.3672,1.0509
"cheeses, soda",juice,0.0667,0.3958,1.0509
"fruits, soda",toilet paper,0.0597,0.3977,1.0509
"sandwich bags, pork",toilet paper,0.0597,0.3977,1.0509
"milk, flour",eggs,0.0597,0.4096,1.0509
"soda, dinner rolls",mixes,0.0676,0.3949,1.0508
"waffles, yogurt",beef,0.0685,0.3939,1.0508
"cereals, mixes",all- purpose,0.0685,0.3939,1.0508
"poultry, all- purpose",bagels,0.0711,0.405,1.0508
"pasta, all- purpose",pork,0.0597,0.3736,1.0508
"cheeses, pasta",pork,0.0597,0.3736,1.0508
"pasta, flour",waffles,0.0615,0.4142,1.0507
"spaghetti sauce, soda",shampoo,0.065,0.3874,1.0507
"milk, pork",butter,0.0553,0.3865,1.0507
pasta,individual meals,0.1466,0.3948,1.0506
mixes,pasta,0.1466,0.3902,1.0506
pasta,mixes,0.1466,0.3948,1.0506
individual meals,pasta,0.1466,0.3902,1.0506
"yogurt, sandwich loaves",pork,0.0571,0.3736,1.0506
"sandwich bags, beef",flour,0.0579,0.3708,1.0506
eggs,shampoo,0.151,0.3874,1.0506
"waffles, lunch meat",eggs,0.0755,0.4095,1.0506
shampoo,eggs,0.151,0.4095,1.0506
"butter, coffee/tea",bagels,0.0579,0.4049,1.0505
"pasta, sandwich loaves",toilet paper,0.0562,0.3975,1.0505
poultry,soda,0.173,0.4104,1.0505
soda,poultry,0.173,0.4427,1.0505
"shampoo, hand soap",dishwashing liquid/detergent,0.0562,0.4076,1.0505
"milk, all- purpose",soda,0.0623,0.4104,1.0505
"bagels, coffee/tea",soda,0.0623,0.4104,1.0505
"shampoo, all- purpose",soda,0.0623,0.4104,1.0505
"milk, tortillas",cheeses,0.0623,0.4104,1.0505
"sandwich bags, soda",fruits,0.0632,0.3892,1.0504
"bagels, tortillas",fruits,0.0632,0.3892,1.0504
"shampoo, lunch meat",ketchup,0.0623,0.3901,1.0504
"lunch meat, all- purpose",pasta,0.0623,0.3901,1.0504
"soda, all- purpose",tortillas,0.0579,0.3882,1.0504
"sugar, milk",all- purpose,0.0553,0.3938,1.0503
"tortillas, hand soap",waffles,0.0571,0.414,1.0502
"ice cream, juice",sugar,0.0632,0.3789,1.0502
"sandwich bags, pork",eggs,0.0615,0.4094,1.0501
"tortillas, pasta",poultry,0.0676,0.4425,1.0501
"dishwashing liquid/detergent, soda",cereals,0.0694,0.4158,1.0501
"fruits, mixes",flour,0.0553,0.3706,1.05
"butter, sandwich loaves",sugar,0.0536,0.3789,1.05
"toilet paper, cheeses",dinner rolls,0.0685,0.4084,1.05
"milk, butter",ketchup,0.0544,0.3899,1.05
"all- purpose, individual meals",ketchup,0.0544,0.3899,1.05
"eggs, ketchup",butter,0.0641,0.3862,1.05
"soda, eggs",aluminum foil,0.0755,0.4038,1.0499
"poultry, juice",tortillas,0.0685,0.3881,1.0499
"shampoo, pork",dishwashing liquid/detergent,0.0579,0.4074,1.0499
"ice cream, eggs",hand soap,0.0606,0.3632,1.0498
"fruits, pork",laundry detergent,0.0509,0.3973,1.0498
"cereals, eggs",sandwich loaves,0.0641,0.3668,1.0498
"butter, pork",beef,0.0536,0.3935,1.0498
"tortillas, ketchup",cereals,0.0606,0.4157,1.0498
"waffles, soda",butter,0.0685,0.3861,1.0497
mixes,toilet paper,0.1493,0.3972,1.0497
toilet paper,mixes,0.1493,0.3944,1.0497
"soda, ketchup",fruits,0.0615,0.3889,1.0496
"soda, flour",fruits,0.0615,0.3889,1.0496
"ketchup, individual meals",fruits,0.0553,0.3889,1.0496
"paper towels, tortillas",fruits,0.0553,0.3889,1.0496
"beef, flour",cereals,0.0562,0.4156,1.0496
"sugar, ketchup",butter,0.0536,0.3861,1.0495
"coffee/tea, mixes",sugar,0.0562,0.3787,1.0495
"cereals, ketchup",sugar,0.0562,0.3787,1.0495
"paper towels, waffles",bagels,0.0632,0.4045,1.0495
hand soap,waffles,0.1431,0.4137,1.0495
waffles,hand soap,0.1431,0.363,1.0495
"cereals, dinner rolls",ketchup,0.0667,0.3897,1.0495
"toilet paper, poultry",pasta,0.0667,0.3897,1.0495
"fruits, beef",flour,0.0615,0.3704,1.0494
"yogurt, juice",soap,0.0702,0.398,1.0494
hand soap,all- purpose,0.1361,0.3934,1.0494
all- purpose,hand soap,0.1361,0.363,1.0494
"fruits, aluminum foil",sandwich loaves,0.0579,0.3667,1.0493
"cheeses, lunch meat",milk,0.0641,0.3989,1.0493
"all- purpose, juice",mixes,0.0606,0.3943,1.0493
"beef, coffee/tea",soda,0.0579,0.4099,1.0493
"fruits, tortillas",cheeses,0.0579,0.4099,1.0493
"aluminum foil, mixes",soap,0.0685,0.398,1.0492
"tortillas, pork",shampoo,0.0571,0.3869,1.0492
"cereals, yogurt",soap,0.0685,0.398,1.0492
"butter, aluminum foil",shampoo,0.0571,0.3869,1.0492
"spaghetti sauce, juice",coffee/tea,0.0685,0.398,1.0492
"ketchup, pasta",milk,0.0623,0.3989,1.0492
"aluminum foil, sandwich loaves",butter,0.0579,0.386,1.0492
"shampoo, sandwich loaves",butter,0.0579,0.386,1.0492
"dishwashing liquid/detergent, sandwich loaves",beef,0.0518,0.3933,1.0492
"sandwich bags, sugar",all- purpose,0.0518,0.3933,1.0492
"laundry detergent, individual meals",milk,0.0606,0.3988,1.0492
cereals,flour,0.1466,0.3703,1.0492
flour,cereals,0.1466,0.4154,1.0492
"bagels, eggs",coffee/tea,0.0667,0.3979,1.0491
"bagels, dishwashing liquid/detergent",soap,0.0667,0.3979,1.0491
"butter, aluminum foil",milk,0.0588,0.3988,1.0491
"mixes, pork",sugar,0.0588,0.3785,1.049
"waffles, individual meals",all- purpose,0.0615,0.3933,1.049
"waffles, laundry detergent",beef,0.0615,0.3933,1.049
"waffles, hand soap",milk,0.0571,0.3988,1.049
"spaghetti sauce, eggs",coffee/tea,0.065,0.3978,1.049
"eggs, laundry detergent",coffee/tea,0.065,0.3978,1.049
"lunch meat, dinner rolls",pork,0.0606,0.373,1.0489
eggs,individual meals,0.1536,0.3941,1.0489
individual meals,eggs,0.1536,0.4089,1.0489
"dishwashing liquid/detergent, ketchup",ice cream,0.065,0.4181,1.0489
"soda, pasta",fruits,0.0658,0.3886,1.0489
"poultry, ketchup",bagels,0.0667,0.4043,1.0489
"paper towels, soda",cereals,0.0667,0.4153,1.0488
"soda, all- purpose",individual meals,0.0588,0.3941,1.0488
"toilet paper, mixes",individual meals,0.0588,0.3941,1.0488
"lunch meat, pork",mixes,0.0588,0.3941,1.0488
"butter, eggs",yogurt,0.0641,0.4033,1.0488
"coffee/tea, aluminum foil",eggs,0.065,0.4088,1.0488
"dishwashing liquid/detergent, individual meals",flour,0.0588,0.3702,1.0488
"yogurt, pasta",lunch meat,0.0658,0.4144,1.0488
"coffee/tea, juice",tortillas,0.0606,0.3876,1.0487
"paper towels, spaghetti sauce",tortillas,0.0606,0.3876,1.0487
"paper towels, all- purpose",tortillas,0.0606,0.3876,1.0487
"waffles, individual meals",tortillas,0.0606,0.3876,1.0487
"yogurt, dinner rolls",ketchup,0.065,0.3895,1.0487
"paper towels, sandwich loaves",eggs,0.0571,0.4088,1.0487
"hand soap, juice",fruits,0.0536,0.3885,1.0487
"flour, dinner rolls",soap,0.0615,0.3977,1.0486
"bagels, all- purpose",cereals,0.0623,0.4152,1.0486
"spaghetti sauce, butter",cereals,0.0623,0.4152,1.0486
"toilet paper, beef",dinner rolls,0.0641,0.4078,1.0486
"cheeses, aluminum foil",hand soap,0.0615,0.3627,1.0485
"tortillas, laundry detergent",cheeses,0.0597,0.4096,1.0485
"sugar, butter",juice,0.0544,0.3949,1.0485
"bagels, all- purpose",soap,0.0597,0.3977,1.0485
"waffles, ketchup",laundry detergent,0.0641,0.3967,1.0485
"milk, dishwashing liquid/detergent",shampoo,0.0658,0.3866,1.0484
"soap, butter",pork,0.0553,0.3728,1.0484
"soap, tortillas",pork,0.0553,0.3728,1.0484
eggs,aluminum foil,0.1572,0.4032,1.0484
aluminum foil,eggs,0.1572,0.4087,1.0484
"eggs, dinner rolls",individual meals,0.0685,0.3939,1.0484
"cheeses, butter",hand soap,0.0579,0.3626,1.0483
"cheeses, flour",hand soap,0.0579,0.3626,1.0483
"lunch meat, all- purpose",hand soap,0.0579,0.3626,1.0483
"eggs, juice",cheeses,0.0676,0.4096,1.0483
"toilet paper, beef",laundry detergent,0.0623,0.3966,1.0482
"fruits, dishwashing liquid/detergent",tortillas,0.065,0.3874,1.0482
"soda, mixes",hand soap,0.0544,0.3626,1.0481
"sandwich bags, pork",hand soap,0.0544,0.3626,1.0481
"soap, yogurt",hand soap,0.0544,0.3626,1.0481
butter,flour,0.1361,0.3699,1.0481
flour,butter,0.1361,0.3856,1.0481
"sandwich bags, flour",sugar,0.0518,0.3782,1.0481
"fruits, tortillas",pork,0.0527,0.3727,1.0481
"milk, flour",sandwich bags,0.0562,0.3855,1.048
"lunch meat, sandwich loaves",pasta,0.0571,0.3892,1.048
"poultry, flour",spaghetti sauce,0.0615,0.3911,1.048
"pasta, pork",juice,0.0527,0.3947,1.048
"tortillas, pasta",toilet paper,0.0606,0.3966,1.048
"dishwashing liquid/detergent, pork",laundry detergent,0.0606,0.3966,1.048
"sandwich bags, dinner rolls",toilet paper,0.0606,0.3966,1.048
"sandwich bags, flour",spaghetti sauce,0.0536,0.391,1.0479
"sugar, pork",dishwashing liquid/detergent,0.0536,0.4067,1.0479
"waffles, eggs",individual meals,0.0667,0.3938,1.0479
"waffles, eggs",mixes,0.0667,0.3938,1.0479
"soda, pasta",mixes,0.0667,0.3938,1.0479
"ice cream, tortillas",all- purpose,0.0579,0.3929,1.0479
"butter, aluminum foil",all- purpose,0.0579,0.3929,1.0479
"milk, poultry",pasta,0.0694,0.3892,1.0479
cereals,juice,0.1563,0.3947,1.0479
juice,cereals,0.1563,0.4149,1.0479
"ice cream, all- purpose",butter,0.0606,0.3855,1.0479
"eggs, aluminum foil",butter,0.0606,0.3855,1.0479
"eggs, aluminum foil",sandwich bags,0.0606,0.3855,1.0479
"sugar, milk",mixes,0.0553,0.3938,1.0479
butter,ice cream,0.1536,0.4177,1.0478
ice cream,butter,0.1536,0.3855,1.0478
"cheeses, dishwashing liquid/detergent",lunch meat,0.0676,0.414,1.0478
"fruits, mixes",ice cream,0.0623,0.4176,1.0478
"cereals, fruits",waffles,0.0667,0.413,1.0478
"spaghetti sauce, ketchup",shampoo,0.0597,0.3864,1.0478
"milk, all- purpose",tortillas,0.0588,0.3873,1.0478
"milk, beef",sandwich loaves,0.0588,0.3661,1.0478
"soda, pork",laundry detergent,0.0588,0.3964,1.0477
"coffee/tea, mixes",laundry detergent,0.0588,0.3964,1.0477
"cereals, laundry detergent",soda,0.0694,0.4093,1.0477
"cereals, dishwashing liquid/detergent",soda,0.0694,0.4093,1.0477
waffles,laundry detergent,0.1563,0.3964,1.0477
laundry detergent,waffles,0.1563,0.413,1.0477
"eggs, all- purpose",ice cream,0.0667,0.4176,1.0476
"poultry, dinner rolls",toilet paper,0.0773,0.3964,1.0476
"aluminum foil, flour",cereals,0.0641,0.4148,1.0475
butter,ketchup,0.1431,0.389,1.0475
ketchup,butter,0.1431,0.3853,1.0475
"dishwashing liquid/detergent, dinner rolls",individual meals,0.065,0.3936,1.0475
"toilet paper, sandwich loaves",dinner rolls,0.0579,0.4074,1.0475
"soap, lunch meat",dinner rolls,0.0676,0.4074,1.0475
"sugar, spaghetti sauce",flour,0.0536,0.3697,1.0475
"milk, laundry detergent",shampoo,0.0641,0.3862,1.0475
laundry detergent,bagels,0.1528,0.4037,1.0474
bagels,laundry detergent,0.1528,0.3964,1.0474
"hand soap, all- purpose",waffles,0.0562,0.4129,1.0474
"cheeses, bagels",all- purpose,0.0658,0.3927,1.0474
"waffles, all- purpose",beef,0.0658,0.3927,1.0474
waffles,butter,0.1519,0.3853,1.0474
butter,waffles,0.1519,0.4129,1.0474
"coffee/tea, shampoo",spaghetti sauce,0.0597,0.3908,1.0474
"waffles, hand soap",all- purpose,0.0562,0.3926,1.0473
"shampoo, ketchup",sugar,0.0571,0.3779,1.0473
"dishwashing liquid/detergent, laundry detergent",tortillas,0.0632,0.3871,1.0473
"eggs, aluminum foil",poultry,0.0694,0.4413,1.0473
"sandwich bags, milk",juice,0.0623,0.3944,1.0473
"waffles, coffee/tea",hand soap,0.0623,0.3622,1.0472
"ketchup, juice",fruits,0.0623,0.388,1.0472
"milk, lunch meat",fruits,0.0623,0.388,1.0472
"yogurt, individual meals",ketchup,0.0615,0.3889,1.0471
"yogurt, dishwashing liquid/detergent",ketchup,0.0615,0.3889,1.0471
"butter, laundry detergent",pasta,0.0615,0.3889,1.0471
"waffles, yogurt",ketchup,0.0676,0.3889,1.0471
"milk, pasta",waffles,0.0623,0.4128,1.0471
hand soap,lunch meat,0.1431,0.4137,1.0471
lunch meat,hand soap,0.1431,0.3622,1.0471
"ice cream, beef",flour,0.0597,0.3696,1.0471
"cereals, fruits",flour,0.0597,0.3696,1.0471
"paper towels, individual meals",cheeses,0.0632,0.4091,1.0471
"sandwich bags, poultry",eggs,0.0702,0.4082,1.0471
beef,individual meals,0.1475,0.3934,1.047
individual meals,beef,0.1475,0.3925,1.047
"sandwich bags, hand soap",shampoo,0.0536,0.3861,1.047
"toilet paper, soda",hand soap,0.0588,0.3622,1.047
"laundry detergent, all- purpose",hand soap,0.0588,0.3622,1.047
"soap, hand soap",yogurt,0.0544,0.4026,1.0469
"milk, spaghetti sauce",sugar,0.0597,0.3778,1.0469
"paper towels, mixes",sugar,0.0597,0.3778,1.0469
"sandwich loaves, juice",fruits,0.0562,0.3879,1.0469
"soda, laundry detergent",beef,0.0641,0.3925,1.0469
"eggs, laundry detergent",beef,0.0641,0.3925,1.0469
"beef, eggs",all- purpose,0.0641,0.3925,1.0469
"tortillas, lunch meat",beef,0.0641,0.3925,1.0469
"cheeses, dinner rolls",lunch meat,0.0694,0.4136,1.0469
"poultry, mixes",toilet paper,0.072,0.3961,1.0469
"ice cream, mixes",juice,0.0606,0.3943,1.0468
"tortillas, individual meals",eggs,0.0623,0.408,1.0468
"dishwashing liquid/detergent, juice",butter,0.0588,0.3851,1.0467
"coffee/tea, individual meals",butter,0.0588,0.3851,1.0467
"toilet paper, individual meals",sandwich bags,0.0588,0.3851,1.0467
"hand soap, juice",flour,0.0509,0.3694,1.0467
"ketchup, all- purpose",bagels,0.0623,0.4034,1.0467
"ketchup, mixes",sugar,0.0623,0.3777,1.0466
"all- purpose, juice",ice cream,0.0641,0.4171,1.0465
"soda, eggs",sandwich bags,0.072,0.385,1.0465
"dishwashing liquid/detergent, individual meals",cereals,0.0658,0.4144,1.0465
"milk, dishwashing liquid/detergent",coffee/tea,0.0676,0.3969,1.0465
"fruits, butter",poultry,0.0623,0.441,1.0464
fruits,pasta,0.144,0.3886,1.0464
pasta,fruits,0.144,0.3877,1.0464
"cereals, poultry",individual meals,0.0711,0.3932,1.0464
"butter, dishwashing liquid/detergent",juice,0.0588,0.3941,1.0464
"sandwich loaves, juice",dishwashing liquid/detergent,0.0588,0.4061,1.0464
"sandwich bags, waffles",milk,0.0632,0.3978,1.0464
"soap, flour",dinner rolls,0.0615,0.407,1.0464
"cheeses, aluminum foil",pasta,0.0658,0.3886,1.0464
"soap, coffee/tea",beef,0.0623,0.3923,1.0463
"milk, mixes",beef,0.0623,0.3923,1.0463
"butter, eggs",beef,0.0623,0.3923,1.0463
"cheeses, waffles",laundry detergent,0.0685,0.3959,1.0463
"toilet paper, waffles",laundry detergent,0.0685,0.3959,1.0463
"fruits, soap",yogurt,0.0597,0.4024,1.0463
"soap, butter",aluminum foil,0.0597,0.4024,1.0463
"soap, tortillas",aluminum foil,0.0597,0.4024,1.0463
"pork, all- purpose",pasta,0.0597,0.3886,1.0463
"coffee/tea, juice",fruits,0.0606,0.3876,1.0463
"sugar, butter",ketchup,0.0536,0.3885,1.0462
"beef, pork",milk,0.0597,0.3977,1.046
"spaghetti sauce, butter",milk,0.0597,0.3977,1.046
"paper towels, ice cream",tortillas,0.0658,0.3866,1.0459
"fruits, individual meals",juice,0.0571,0.3939,1.0459
"bagels, soda",coffee/tea,0.0623,0.3966,1.0458
"dishwashing liquid/detergent, beef",coffee/tea,0.0623,0.3966,1.0458
"sandwich bags, juice",lunch meat,0.0606,0.4132,1.0458
"coffee/tea, tortillas",all- purpose,0.0606,0.392,1.0458
"paper towels, individual meals",beef,0.0606,0.392,1.0458
